# t (s),mx (),my (),mz (),B_extx (T),B_exty (T),B_extz (T),B_anisx (T),B_anisy (T),B_anisz (T),B_demagx (T),B_demagy (T),B_demagz (T),B_effx (T),B_effy (T),B_effz (T),B_exchx (T),B_exchy (T),B_exchz (T),B_customx (T),B_customy (T),B_customz (T),E_anis (J),E_demag (J),E_exch (J),E_total (J),E_Zeeman (J),E_mel (J),E_custom (J),Edens_anis (J/m3),Edens_custom (J/m3),Edens_demag (J/m3),Edens_exch (J/m3),Edens_mel (J/m3),Edens_total (J/m3),Edens_Zeeman (J/m3),ExchCoupling (arb.),F_melx (N/m3),F_mely (N/m3),F_melz (N/m3),Edens_mel (J/m3),ExchCoupling (arb.)
5.61,0.717156,4.97E-02,-0.015192584,0,0,0,0,0,-1.90E-05,-0.030779159,-0.002730008,0.012363511,-0.030779159,-0.002730009,0.012344522,-7.45E-11,0.00E+00,1.30E-10,0.00E+00,0.00E+00,0.00E+00,-9.52E-22,6.29E-18,1.56E-18,7.84E-18,0,0,0,-2.3800924,0,15718.5625,3889.9902,0,19606.174,0,7.80E-11,0,0,0,0,7.80E-11
5.62,0.6908861,0.058112286,-1.31E-02,0,0,0,0,0,-1.63E-05,-0.028159987,-0.003414456,1.03E-02,-0.028159993,-0.003414456,1.03E-02,-7.45E-11,5.59E-11,7.45E-11,0.00E+00,0.00E+00,0.00E+00,-8.64E-22,6.18E-18,1.65E-18,7.82E-18,0,0,0,-2.159421,0,15445.973,4118.582,0,19562.395,0,7.80E-11,0,0,0,0,7.80E-11
5.63,0.67607987,0.06443769,-0.009647012,0,0,0,0,0,-1.21E-05,-0.026210723,-0.003747494,0.007583495,-0.026210723,-0.003747493,0.007571436,0.00E+00,2.79E-11,-6.52E-11,0.00E+00,0.00E+00,0.00E+00,-6.42E-22,6.12E-18,1.69E-18,7.81E-18,0,0,0,-1.605678,0,15291.9375,4232.189,0,19522.521,0,7.80E-11,0,0,0,0,7.80E-11
5.64,0.6762096,0.070786014,-0.005992031,0,0,0,0,0,-7.49E-06,-0.026100153,-0.004088653,0.004646706,-0.026100153,-0.004088653,0.004639215,-1.12E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-5.69E-22,6.13E-18,1.67E-18,7.79E-18,0,0,0,-1.4231436,0,15314.565,4172.951,0,19486.092,0,7.80E-11,0,0,0,0,7.80E-11
5.65,0.69010514,0.078548834,-0.002040858,0,0,0,0,0,-2.55E-06,-0.02791846,-0.00478474,0.001400052,-0.02791846,-0.004784741,0.001397501,-1.30E-10,-4.66E-11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-8.41E-22,6.21E-18,1.57E-18,7.78E-18,0,0,0,-2.1023057,0,15515.782,3929.0889,0,19442.766,0,7.80E-11,0,0,0,0,7.80E-11
5.66,0.7098841,8.41E-02,0.00239917,0,0,0,0,0,3.00E-06,-0.030445728,-5.36E-03,-0.001978786,-0.030445728,-5.36E-03,-0.001975787,0.00E+00,1.54E-10,-1.86E-11,0.00E+00,0.00E+00,0.00E+00,-1.09E-21,6.25E-18,1.51E-18,7.76E-18,0,0,0,-2.7198691,0,15624.402,3775.2124,0,19396.895,0,7.80E-11,0,0,0,0,7.80E-11
5.67,0.7323489,8.42E-02,0.00829869,0,0,0,0,0,1.04E-05,-0.033110987,-0.005093369,-6.59E-03,-0.033110987,-0.005093368,-6.58E-03,7.45E-11,3.73E-11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-9.82E-22,6.23E-18,1.50E-18,7.74E-18,0,0,0,-2.4541552,0,15586.54,3761.9294,0,19346.014,0,7.80E-11,0,0,0,0,7.80E-11
5.68,0.7507841,7.62E-02,0.01339453,0,0,0,0,0,1.67E-05,-0.03493766,-0.003890469,-0.010869623,-0.034937665,-0.003890469,-0.010852879,-3.73E-11,3.73E-11,1.12E-10,0.00E+00,0.00E+00,0.00E+00,-7.71E-22,6.25E-18,1.47E-18,7.72E-18,0,0,0,-1.9273612,0,15621.746,3683.3137,0,19303.13,0,7.80E-11,0,0,0,0,7.80E-11
5.69,0.76644933,0.05938573,0.017154193,0,0,0,0,0,2.14E-05,-0.03587852,-0.001866259,-0.014467417,-0.03587852,-0.001866259,-0.014445973,-7.45E-11,3.73E-11,3.73E-11,0.00E+00,0.00E+00,0.00E+00,-6.41E-22,6.30E-18,1.40E-18,7.70E-18,0,0,0,-1.6034931,0,15758.389,3503.6526,0,19260.438,0,7.80E-11,0,0,0,0,7.80E-11
5.7,0.7765802,0.038809996,0.018323489,0,0,0,0,0,2.29E-05,-0.035686657,5.42E-05,-1.61E-02,-0.035686657,5.42E-05,-1.61E-02,-3.73E-11,8.38E-11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-6.64E-22,6.36E-18,1.33E-18,7.69E-18,0,0,0,-1.6596445,0,15901.456,3322.145,0,19221.94,0,7.80E-11,0,0,0,0,7.80E-11
5.71,0.7835522,0.015018868,0.016938744,0,0,0,0,0,2.12E-05,-0.034800403,1.58E-03,-0.015567239,-0.0348004,1.58E-03,-0.015546066,1.86E-11,3.73E-11,-2.79E-11,0.00E+00,0.00E+00,0.00E+00,-6.72E-22,6.37E-18,1.30E-18,7.67E-18,0,0,0,-1.6810575,0,15920.867,3260.9197,0,19180.107,0,7.80E-11,0,0,0,0,7.80E-11
5.72,0.78778505,-4.88E-03,1.39E-02,0,0,0,0,0,1.74E-05,-0.034044467,2.27E-03,-0.01318631,-0.034044467,2.27E-03,-0.01316896,-5.59E-11,-4.66E-12,-1.86E-11,0.00E+00,0.00E+00,0.00E+00,-7.55E-22,6.34E-18,1.32E-18,7.66E-18,0,0,0,-1.8887177,0,15839.256,3304.0447,0,19141.412,0,7.80E-11,0,0,0,0,7.80E-11
5.73,0.79092574,-0.022138273,0.010454445,0,0,0,0,0,1.31E-05,-0.033678588,0.002150483,-0.010324305,-0.033678588,0.002150483,-0.010311237,3.73E-11,-9.31E-12,1.21E-10,0.00E+00,0.00E+00,0.00E+00,-9.11E-22,6.33E-18,1.32E-18,7.64E-18,0,0,0,-2.2767043,0,15813.126,3288.1726,0,19099.023,0,7.80E-11,0,0,0,0,7.80E-11
5.74,0.7922823,-0.038520724,0.007560269,0,0,0,0,0,9.45E-06,-0.033939034,0.001324641,-0.007970877,-0.033939034,0.001324641,-0.007961429,-3.73E-11,-6.98E-12,-1.86E-11,0.00E+00,0.00E+00,0.00E+00,-8.11E-22,6.31E-18,1.31E-18,7.62E-18,0,0,0,-2.0282693,0,15773.566,3279.096,0,19050.635,0,7.80E-11,0,0,0,0,7.80E-11
5.75,0.79170585,-0.05197625,0.006249443,0,0,0,0,0,7.81E-06,-0.034729443,5.26E-04,-0.006568371,-0.034729443,5.26E-04,-0.006560558,3.73E-11,9.31E-12,-9.31E-11,0.00E+00,0.00E+00,0.00E+00,-5.62E-22,6.32E-18,1.29E-18,7.60E-18,0,0,0,-1.4043341,0,15795.709,3215.705,0,19010.012,0,7.80E-11,0,0,0,0,7.80E-11
5.76,0.7900947,-0.06191111,0.00620779,0,0,0,0,0,7.76E-06,-0.035453312,0.000478741,-0.005693072,-0.035453316,0.000478742,-0.00568531,-1.86E-11,1.86E-11,6.52E-11,0.00E+00,0.00E+00,0.00E+00,-4.77E-22,6.37E-18,1.22E-18,7.59E-18,0,0,0,-1.1921833,0,15930.03,3049.462,0,18978.3,0,7.80E-11,0,0,0,0,7.80E-11
5.77,0.7865232,-0.06968356,0.005775807,0,0,0,0,0,7.22E-06,-0.035674807,1.18E-03,-0.004484425,-0.035674807,1.18E-03,-0.004477206,1.86E-11,7.45E-11,3.73E-11,0.00E+00,0.00E+00,0.00E+00,-5.38E-22,6.39E-18,1.19E-18,7.58E-18,0,0,0,-1.3449211,0,15973.54,2974.2375,0,18946.432,0,7.80E-11,0,0,0,0,7.80E-11
5.78,0.77851313,-0.07436746,0.003530305,0,0,0,0,0,4.41E-06,-0.03511706,0.002375611,-0.002220133,-0.03511706,0.00237561,-0.00221572,-1.86E-11,-7.45E-11,-7.45E-11,0.00E+00,0.00E+00,0.00E+00,-6.20E-22,6.32E-18,1.24E-18,7.56E-18,0,0,0,-1.5496095,0,15800.506,3111.1191,0,18910.078,0,7.80E-11,0,0,0,0,7.80E-11
5.79,0.7667196,-0.0745222,0.000136071,0,0,0,0,0,1.70E-07,-0.03419681,3.38E-03,0.000494453,-0.034196805,3.38E-03,0.000494623,-7.45E-11,-6.52E-11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-6.27E-22,6.20E-18,1.35E-18,7.55E-18,0,0,0,-1.5669007,0,15508.537,3367.8225,0,18874.795,0,7.80E-11,0,0,0,0,7.80E-11
5.8,0.7504539,-0.07079104,-0.00340481,0,0,0,0,0,-4.26E-06,-0.033166576,0.003902919,0.003002384,-0.033166576,0.003902919,0.002998128,-3.73E-11,1.16E-11,-1.12E-10,0.00E+00,0.00E+00,0.00E+00,-6.77E-22,6.11E-18,1.42E-18,7.53E-18,0,0,0,-1.6930925,0,15277.455,3558.5432,0,18834.305,0,7.80E-11,0,0,0,0,7.80E-11
5.81,0.7340011,-0.06454505,-0.005028171,0,0,0,0,0,-6.29E-06,-0.032276116,0.003719904,0.004137849,-0.032276116,0.003719905,0.004131564,0.00E+00,-3.73E-11,-1.86E-11,0.00E+00,0.00E+00,0.00E+00,-7.16E-22,6.08E-18,1.44E-18,7.52E-18,0,0,0,-1.7895359,0,15207.036,3589.762,0,18795.008,0,7.80E-11,0,0,0,0,7.80E-11
5.82,0.7183941,-0.056018647,-0.004866009,0,0,0,0,0,-6.08E-06,-0.03129253,0.003203048,0.00425629,-0.031292528,0.003203048,0.004250208,-5.59E-11,-3.73E-11,-9.31E-12,0.00E+00,0.00E+00,0.00E+00,-6.05E-22,6.02E-18,1.48E-18,7.50E-18,0,0,0,-1.5116823,0,15052.887,3707.6943,0,18759.068,0,7.80E-11,0,0,0,0,7.80E-11
5.83,0.70589465,-0.045191713,-0.004495012,0,0,0,0,0,-5.62E-06,-0.03027023,2.70E-03,0.004382728,-0.030270234,2.70E-03,0.00437711,0.00E+00,9.31E-12,1.40E-11,0.00E+00,0.00E+00,0.00E+00,-4.60E-22,5.94E-18,1.55E-18,7.49E-18,0,0,0,-1.1492717,0,14860.598,3868.206,0,18727.654,0,7.80E-11,0,0,0,0,7.80E-11
5.84,0.70067483,-3.47E-02,-0.005792675,0,0,0,0,0,-7.24E-06,-0.02958423,0.002435688,0.005522727,-0.02958423,0.002435688,0.005515487,0.00E+00,1.86E-11,-1.86E-11,0.00E+00,0.00E+00,0.00E+00,-4.98E-22,5.92E-18,1.56E-18,7.48E-18,0,0,0,-1.2452949,0,14792.019,3909.2825,0,18700.057,0,7.80E-11,0,0,0,0,7.80E-11
5.85,0.70205045,-0.02339856,-0.009159511,0,0,0,0,0,-1.14E-05,-0.029246679,0.002113028,0.008117698,-0.02924668,0.002113028,0.008106249,-3.73E-11,-5.59E-11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-5.64E-22,5.90E-18,1.57E-18,7.47E-18,0,0,0,-1.4097438,0,14740.251,3928.9502,0,18667.793,0,7.80E-11,0,0,0,0,7.80E-11
5.86,0.70921415,-0.012681953,-0.012758825,0,0,0,0,0,-1.59E-05,-0.029627588,0.00146373,0.011074632,-0.02962759,0.00146373,0.011058684,-7.45E-11,0.00E+00,1.86E-11,0.00E+00,0.00E+00,0.00E+00,-5.96E-22,5.91E-18,1.54E-18,7.45E-18,0,0,0,-1.4910846,0,14779.244,3858.0862,0,18635.84,0,7.80E-11,0,0,0,0,7.80E-11
5.87,0.72128123,0.000671608,-0.015523353,0,0,0,0,0,-1.94E-05,-0.030852225,2.13E-04,0.013540595,-0.030852227,2.13E-04,0.013521191,0.00E+00,2.33E-12,-1.86E-11,0.00E+00,0.00E+00,0.00E+00,-4.71E-22,5.96E-18,1.48E-18,7.44E-18,0,0,0,-1.1770432,0,14892.725,3710.765,0,18602.312,0,7.80E-11,0,0,0,0,7.80E-11
5.88,0.73507303,0.015206324,-0.015739955,0,0,0,0,0,-1.97E-05,-0.03220384,-1.17E-03,0.013894315,-0.03220384,-1.17E-03,0.013874641,0.00E+00,7.45E-11,-2.79E-11,0.00E+00,0.00E+00,0.00E+00,-4.66E-22,6.08E-18,1.35E-18,7.43E-18,0,0,0,-1.1645416,0,15195.353,3380.1152,0,18574.303,0,7.80E-11,0,0,0,0,7.80E-11
5.89,0.74949104,0.03003921,-0.013150085,0,0,0,0,0,-1.64E-05,-0.033168275,-0.002366484,0.011944331,-0.033168275,-0.002366484,0.011927893,4.19E-11,1.86E-11,2.79E-11,0.00E+00,0.00E+00,0.00E+00,-5.91E-22,6.21E-18,1.21E-18,7.42E-18,0,0,0,-1.4771374,0,15513.15,3031.913,0,18543.586,0,7.80E-11,0,0,0,0,7.80E-11
5.9,0.76281977,0.043056935,-0.008197959,0,0,0,0,0,-1.02E-05,-0.03359725,-0.003123294,0.008001903,-0.033597253,-0.003123294,0.007991656,0.00E+00,1.40E-11,2.79E-11,0.00E+00,0.00E+00,0.00E+00,-6.82E-22,6.23E-18,1.17E-18,7.40E-18,0,0,0,-1.7056447,0,15582.17,2926.0244,0,18506.488,0,7.80E-11,0,0,0,0,7.80E-11
5.91,0.77196527,0.05000418,-0.003353385,0,0,0,0,0,-4.19E-06,-0.033718575,-3.26E-03,0.003896481,-0.033718582,-3.26E-03,0.003892289,0.00E+00,7.45E-11,-2.33E-12,0.00E+00,0.00E+00,0.00E+00,-6.20E-22,6.19E-18,1.20E-18,7.39E-18,0,0,0,-1.5507457,0,15474.656,2999.6516,0,18472.758,0,7.80E-11,0,0,0,0,7.80E-11
5.92,0.7791483,0.052594814,0.000516246,0,0,0,0,0,6.45E-07,-0.033951018,-2.91E-03,0.000559799,-0.033951018,-2.91E-03,0.000560444,0.00E+00,9.31E-12,-3.26E-11,0.00E+00,0.00E+00,0.00E+00,-3.82E-22,6.11E-18,1.27E-18,7.38E-18,0,0,0,-0.95383406,0,15275.296,3171.097,0,18445.441,0,7.80E-11,0,0,0,0,7.80E-11
5.93,0.787181,0.05342657,0.002842348,0,0,0,0,0,3.55E-06,-0.034522906,-2.27E-03,-0.001556803,-0.034522902,-2.27E-03,-0.00155325,-1.86E-11,1.49E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.37E-22,6.08E-18,1.29E-18,7.37E-18,0,0,0,-0.84180486,0,15190.565,3233.4978,0,18423.22,0,7.80E-11,0,0,0,0,7.80E-11
5.94,0.7948486,5.42E-02,0.003106535,0,0,0,0,0,3.88E-06,-0.035371147,-1.84E-03,-0.002051025,-0.035371147,-1.84E-03,-0.002047142,-3.73E-11,-3.73E-11,6.29E-11,0.00E+00,0.00E+00,0.00E+00,-4.08E-22,6.10E-18,1.26E-18,7.36E-18,0,0,0,-1.0194366,0,15257.973,3145.239,0,18402.195,0,7.80E-11,0,0,0,0,7.80E-11
5.95,0.80036527,5.51E-02,0.002319254,0,0,0,0,0,2.90E-06,-0.036299158,-1.71E-03,-0.001855962,-0.036299158,-1.71E-03,-0.001853063,5.59E-11,-2.79E-11,3.73E-11,0.00E+00,0.00E+00,0.00E+00,-4.06E-22,6.12E-18,1.23E-18,7.35E-18,0,0,0,-1.0145785,0,15310.179,3070.222,0,18379.387,0,7.80E-11,0,0,0,0,7.80E-11
5.96,0.80145735,5.53E-02,0.00130038,0,0,0,0,0,1.63E-06,-0.036950074,-1.85E-03,-0.001753073,-0.036950074,-1.85E-03,-0.001751447,1.86E-11,-2.79E-11,7.45E-11,0.00E+00,0.00E+00,0.00E+00,-4.13E-22,6.15E-18,1.19E-18,7.34E-18,0,0,0,-1.032646,0,15375.336,2979.8962,0,18354.2,0,7.80E-11,0,0,0,0,7.80E-11
5.97,0.79675514,0.0540997,0.000634942,0,0,0,0,0,7.94E-07,-0.036813308,-0.002036246,-0.00178844,-0.036813308,-0.002036246,-0.001787647,3.73E-11,-3.73E-11,-9.31E-12,0.00E+00,0.00E+00,0.00E+00,-4.63E-22,6.16E-18,1.17E-18,7.33E-18,0,0,0,-1.1585177,0,15404.02,2928.0056,0,18330.867,0,7.80E-11,0,0,0,0,7.80E-11
5.98,0.7850007,0.05141781,0.000601275,0,0,0,0,0,7.52E-07,-0.0357386,-0.002052069,-0.002010771,-0.0357386,-0.002052069,-0.00201002,1.86E-11,9.31E-11,-7.45E-11,0.00E+00,0.00E+00,0.00E+00,-6.33E-22,6.17E-18,1.15E-18,7.32E-18,0,0,0,-1.5826257,0,15428.938,2876.2563,0,18303.611,0,7.80E-11,0,0,0,0,7.80E-11
5.99,0.76877195,0.0474323,0.001752001,0,0,0,0,0,2.19E-06,-0.034051552,-0.001953107,-0.002796412,-0.034051552,-0.001953107,-0.002794222,3.73E-11,-1.86E-11,-1.86E-11,0.00E+00,0.00E+00,0.00E+00,-5.50E-22,6.13E-18,1.18E-18,7.31E-18,0,0,0,-1.3746561,0,15320.79,2958.6519,0,18278.066,0,7.80E-11,0,0,0,0,7.80E-11
6,0.7507735,0.040950865,0.004271326,0,0,0,0,0,5.34E-06,-0.032083347,-0.00193776,-0.00450852,-0.032083347,-0.00193776,-0.00450318,-3.73E-11,0.00E+00,3.73E-11,0.00E+00,0.00E+00,0.00E+00,-4.34E-22,6.06E-18,1.25E-18,7.30E-18,0,0,0,-1.0859973,0,15142.322,3114.1182,0,18255.355,0,7.80E-11,0,0,0,0,7.80E-11
6.01,0.7335708,0.030168392,0.007793346,0,0,0,0,0,9.74E-06,-0.030334657,-0.001883298,-0.007149553,-0.030334657,-0.001883298,-0.007139811,0.00E+00,-9.31E-12,-2.79E-11,0,0,0,-3.86E-22,6.00E-18,1.29E-18,7.29E-18,0.00E+00,0,0,-0.9648254,0,14998.945,3233.7837,0,18231.766,0,7.80E-11,0,0,0,0,7.80E-11
6.02,0.7220162,0.016659115,0.010830415,0,0,0,0,0,1.35E-05,-0.029650262,-0.001409593,-0.009550575,-0.029650263,-0.001409594,-0.009537038,-3.73E-11,-5.36E-11,4.66E-11,0,0,0,-3.81E-22,5.97E-18,1.31E-18,7.28E-18,0.00E+00,0,0,-0.95303845,0,14937.264,3272.921,0,18209.23,0,7.80E-11,0,0,0,0,7.80E-11
6.03,0.71484685,-0.001323095,0.013507976,0,0,0,0,0,1.69E-05,-0.029898755,-0.000173555,-0.011675482,-0.029898755,-0.000173555,-0.011658597,3.73E-11,4.66E-11,5.59E-11,0,0,0,-4.60E-22,5.94E-18,1.33E-18,7.27E-18,0.00E+00,0,0,-1.149987,0,14851.216,3334.3196,0,18184.387,0,7.80E-11,0,0,0,0,7.80E-11
6.04,0.71316564,-0.019620437,0.014749693,0,0,0,0,0,1.84E-05,-0.03048607,0.001281975,-0.012699916,-0.03048607,0.001281975,-0.012681481,-7.45E-11,-4.19E-11,-3.73E-11,0,0,0,-4.76E-22,5.88E-18,1.39E-18,7.26E-18,0.00E+00,0,0,-1.1894906,0,14691.71,3471.4404,0,18161.96,0,7.80E-11,0,0,0,0,7.80E-11
6.05,0.71626645,-0.03843223,0.013759185,0,0,0,0,0,1.72E-05,-0.03104511,2.51E-03,-0.011962036,-0.031045113,2.51E-03,-0.011944836,0.00E+00,4.19E-11,7.45E-11,0,0,0,-4.59E-22,5.82E-18,1.44E-18,7.26E-18,0.00E+00,0,0,-1.1465546,0,14545.294,3594.325,0,18138.475,0,7.80E-11,0,0,0,0,7.80E-11
6.06,0.72240126,-0.052098025,0.01068741,0,0,0,0,0,1.34E-05,-0.031518545,0.002989996,-0.009478115,-0.03151855,0.002989996,-0.009464756,-3.73E-11,-1.16E-10,3.73E-11,0,0,0,-4.06E-22,5.79E-18,1.46E-18,7.25E-18,0.00E+00,0,0,-1.0152652,0,14475.268,3643.3662,0,18117.62,0,7.80E-11,0,0,0,0,7.80E-11
6.07,0.7312693,-0.06085294,0.006440212,0,0,0,0,0,8.05E-06,-0.03215579,0.002873306,-0.005866895,-0.03215579,0.002873306,-0.005858845,-3.73E-11,0.00E+00,0.00E+00,0,0,0,-3.04E-22,5.80E-18,1.44E-18,7.24E-18,0.00E+00,0,0,-0.7600553,0,14509.043,3588.7512,0,18097.033,0,7.80E-11,0,0,0,0,7.80E-11
6.08,0.74078476,-0.06378372,0.003142384,0,0,0,0,0,3.93E-06,-0.03285849,0.002477106,-0.002851105,-0.03285849,0.002477106,-0.002847177,3.73E-11,3.96E-11,-3.73E-11,0,0,0,-2.82E-22,5.87E-18,1.36E-18,7.23E-18,0.00E+00,0,0,-0.70479655,0,14669.023,3411.1262,0,18079.445,0,7.80E-11,0,0,0,0,7.80E-11
6.09,0.7514893,-0.063926786,0.000799812,0,0,0,0,0,1.00E-06,-0.033495374,0.002198426,-0.000562525,-0.033495374,0.002198426,-0.000561526,3.73E-11,-4.66E-11,-5.59E-11,0,0,0,-3.87E-22,5.98E-18,1.25E-18,7.22E-18,0.00E+00,0,0,-0.96782005,0,14940.807,3119.1719,0,18059.012,0,7.80E-11,0,0,0,0,7.80E-11
6.1,0.76045847,-0.06287538,-0.000856633,0,0,0,0,0,-1.07E-06,-0.033801094,0.002305669,0.000954579,-0.033801094,0.002305669,0.000953509,0.00E+00,3.26E-11,-7.92E-11,0,0,0,-3.81E-22,6.05E-18,1.17E-18,7.22E-18,0.00E+00,0,0,-0.95299774,0,15121.152,2918.3647,0,18038.564,0,7.80E-11,0,0,0,0,7.80E-11
6.11,0.76889247,-0.060101528,-0.002997923,0,0,0,0,0,-3.75E-06,-0.033870608,0.0026578,0.00279277,-0.033870608,0.0026578,0.002789023,0.00E+00,-9.31E-12,2.79E-11,0,0,0,-3.52E-22,6.09E-18,1.12E-18,7.21E-18,0.00E+00,0,0,-0.87911725,0,15223.166,2794.9873,0,18017.273,0,7.80E-11,0,0,0,0,7.80E-11
6.12,0.775601,-0.05482709,-0.005519496,0,0,0,0,0,-6.90E-06,-0.033791967,0.002851638,0.004989453,-0.033791967,0.002851638,0.004982553,3.73E-11,2.33E-11,-3.73E-11,0,0,0,-3.74E-22,6.09E-18,1.11E-18,7.20E-18,0.00E+00,0,0,-0.93525076,0,15227.183,2770.9673,0,17997.213,0,7.80E-11,0,0,0,0,7.80E-11
6.13,0.7811393,-0.04658263,-0.008555898,0,0,0,0,0,-1.07E-05,-0.033711247,0.00269792,0.00755952,-0.03371125,0.00269792,0.007548824,3.73E-11,4.66E-12,2.79E-11,0,0,0,-3.39E-22,6.04E-18,1.15E-18,7.19E-18,0.00E+00,0,0,-0.8480983,0,15092.978,2885.319,0,17977.445,0,7.80E-11,0,0,0,0,7.80E-11
6.14,0.7859657,-0.034319844,-1.21E-02,0,0,0,0,0,-1.51E-05,-0.033972062,0.002082432,0.010374866,-0.03397206,0.002082432,0.010359717,0.00E+00,5.59E-11,4.66E-12,0,0,0,-2.99E-22,5.97E-18,1.22E-18,7.18E-18,0.00E+00,0,0,-0.74734473,0,14914.075,3044.6494,0,17957.979,0,7.80E-11,0,0,0,0,7.80E-11
6.15,0.7895391,-0.020114986,-0.014376562,0,0,0,0,0,-1.80E-05,-0.03457338,0.00113713,0.012144234,-0.03457338,0.00113713,0.012126264,-3.73E-11,-3.73E-11,-1.86E-11,0,0,0,-2.84E-22,5.93E-18,1.24E-18,7.18E-18,0.00E+00,0,0,-0.7111438,0,14836.344,3106.1938,0,17941.824,0,7.80E-11,0,0,0,0,7.80E-11
6.16,0.7918379,-0.003486651,-0.014221392,0,0,0,0,0,-1.78E-05,-0.035162922,9.49E-05,0.012223261,-0.035162922,9.49E-05,0.012205484,-7.45E-11,4.66E-11,5.59E-11,0,0,0,-3.23E-22,5.95E-18,1.21E-18,7.17E-18,0.00E+00,0,0,-0.8082986,0,14887.499,3037.0613,0,17923.752,0,7.80E-11,0,0,0,0,7.80E-11
6.17,0.7910541,0.010694662,-0.011923823,0,0,0,0,0,-1.49E-05,-0.03544908,-6.68E-04,0.01065347,-0.03544908,-6.68E-04,0.010638564,-3.73E-11,7.45E-11,-7.45E-11,0,0,0,-3.01E-22,5.97E-18,1.19E-18,7.16E-18,0.00E+00,0,0,-0.7524733,0,14936.874,2969.8357,0,17905.957,0,7.80E-11,0,0,0,0,7.80E-11
6.18,0.78684855,0.022129877,-0.008750193,0,0,0,0,0,-1.09E-05,-0.035511017,-0.001294348,0.00829906,-0.035511013,-0.001294348,0.008288123,0.00E+00,-8.38E-11,-5.59E-11,0,0,0,-2.99E-22,6.01E-18,1.14E-18,7.16E-18,0.00E+00,0,0,-0.7486404,0,15027.615,2861.6719,0,17888.54,0,7.80E-11,0,0,0,0,7.80E-11
6.19,0.7785075,0.031030541,-0.005697243,0,0,0,0,0,-7.12E-06,-0.035181794,-0.001719562,0.005856029,-0.03518179,-0.001719562,0.005848907,0.00E+00,-5.59E-11,-6.98E-12,0,0,0,-3.20E-22,6.05E-18,1.10E-18,7.15E-18,0.00E+00,0,0,-0.798889,0,15125.23,2745.0908,0,17869.523,0,7.80E-11,0,0,0,0,7.80E-11
6.2,0.76746935,0.036876652,-0.003833404,0,0,0,0,0,-4.79E-06,-0.03440399,-0.0018141,0.004192277,-0.034403987,-0.0018141,0.004187486,3.73E-11,8.38E-11,2.33E-11,0,0,0,-3.35E-22,6.05E-18,1.09E-18,7.14E-18,0.00E+00,0,0,-0.8362936,0,15117.284,2735.3284,0,17851.777,0,7.80E-11,0,0,0,0,7.80E-11
6.21,0.75387937,0.04180026,-0.002917532,0,0,0,0,0,-3.65E-06,-0.033259038,-0.001697042,0.003334045,-0.03325904,-0.001697042,0.003330397,3.73E-11,2.79E-11,-9.31E-12,0,0,0,-3.53E-22,5.99E-18,1.15E-18,7.13E-18,0.00E+00,0,0,-0.88205415,0,14968.929,2866.0657,0,17834.111,0,7.80E-11,0,0,0,0,7.80E-11
6.22,0.7384071,0.047307804,-0.002602482,0,0,0,0,0,-3.25E-06,-0.03192547,-0.001669254,0.002927274,-0.03192547,-0.001669254,0.00292402,3.73E-11,-1.86E-11,-1.86E-11,0,0,0,-2.94E-22,5.87E-18,1.26E-18,7.13E-18,0.00E+00,0,0,-0.7346963,0,14675.349,3142.032,0,17816.645,0,7.80E-11,0,0,0,0,7.80E-11
6.23,0.72610605,0.05269219,-0.002249488,0,0,0,0,0,-2.81E-06,-0.030984353,-2.15E-03,0.002242082,-0.030984357,-2.15E-03,0.002239269,7.45E-11,-1.86E-11,-6.05E-11,0,0,0,-2.63E-22,5.76E-18,1.36E-18,7.12E-18,0.00E+00,0,0,-0.6580562,0,14404.406,3398.202,0,17801.951,0,7.80E-11,0,0,0,0,7.80E-11
6.24,0.7175087,0.05746674,-0.001125641,0,0,0,0,0,-1.41E-06,-0.03042439,-2.98E-03,0.000772351,-0.03042439,-2.98E-03,0.000770943,-7.45E-11,-3.73E-11,-3.73E-11,0,0,0,-2.38E-22,5.70E-18,1.42E-18,7.12E-18,0.00E+00,0,0,-0.59527254,0,14248.995,3540.0422,0,17788.443,0,7.80E-11,0,0,0,0,7.80E-11
6.25,0.71383804,0.05991883,0.001392103,0,0,0,0,0,1.74E-06,-0.030168936,-0.003707333,-0.001692568,-0.030168936,-0.003707332,-0.001690827,0.00E+00,8.38E-11,-7.45E-11,0,0,0,-2.31E-22,5.72E-18,1.39E-18,7.11E-18,0.00E+00,0,0,-0.5775929,0,14302.519,3472.7856,0,17774.727,0,7.80E-11,0,0,0,0,7.80E-11
6.26,0.716123,0.05769916,0.00453589,0,0,0,0,0,5.67E-06,-0.030336339,-0.003803206,-0.004377138,-0.030336343,-0.003803206,-0.004371468,-1.12E-10,-3.73E-11,-4.66E-11,0,0,0,-2.07E-22,5.79E-18,1.32E-18,7.10E-18,0.00E+00,0,0,-0.5170347,0,14466.662,3295.9062,0,17762.05,0,7.80E-11,0,0,0,0,7.80E-11
